City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
330,maquoketa,42.0689,-90.6657,-4.45,75,11,3.13,US,1735878856
331,praya,14.9215,-23.5087,22.3,73,20,4.63,CV,1735879055
332,tshikapa,-6.4167,20.8,21.07,95,84,1.0,CD,1735879135
333,zaozersk,69.4005,32.4476,-18.12,100,98,3.77,RU,1735879136
334,callao,-12.0667,-77.15,22.07,83,0,4.63,PE,1735879020
335,afaahiti,-17.75,-149.2833,25.32,84,70,11.22,PF,1735879138
336,santiago de cao,-7.9589,-79.2392,18.07,88,75,1.54,PE,1735879140
337,mahina,-17.5065,-149.489,26.87,83,75,6.17,PF,1735879141
338,chernyshevskiy,63.0128,112.4714,-35.36,99,100,1.01,RU,1735879142
339,nabire,-3.3667,135.4833,29.11,72,100,1.94,ID,1735879143
340,nadym,65.5333,72.5167,-13.47,96,100,4.14,RU,1735879144
341,mandalgovi,45.7625,106.2708,-13.02,62,0,2.49,MN,1735879145
342,natal,-5.795,-35.2094,27.12,78,40,4.12,BR,1735879146
343,steinbach,50.1667,8.5667,1.73,97,75,3.6,DE,1735879147
344,luderitz,-26.6481,15.1594,17.68,82,54,0.31,NA,1735879148
345,nadi,-17.8,177.4167,27.0,78,75,0.0,FJ,1735879150
346,fortaleza,-3.7227,-38.5247,28.07,78,40,4.12,BR,1735879052
347,weno,7.4515,151.8468,29.97,79,100,4.12,FM,1735879152
348,nova sintra,14.8667,-24.7167,24.05,65,3,4.45,CV,1735879153
349,fale old settlement,-9.3852,-171.2468,28.41,71,99,5.18,TK,1735879154
350,mariinsk,56.2139,87.7472,-7.97,82,100,6.45,RU,1735879155
351,shaowu,27.3409,117.4831,18.08,29,0,0.28,CN,1735879156
352,shawinigan,46.5668,-72.7491,-5.42,73,100,4.63,CA,1735879127
353,huadian,42.9633,126.7478,-8.52,60,2,5.34,CN,1735879158
354,cabo san lucas,22.8909,-109.9124,20.42,75,0,0.0,MX,1735879005
355,polyarnyy,69.1989,33.4478,-18.12,100,100,4.25,RU,1735879161
356,yarmouth,41.7057,-70.2286,2.2,60,0,10.73,US,1735879162
357,kupang,-10.1667,123.5833,30.32,84,100,3.6,ID,1735879163
358,kargasok,59.0556,80.8572,-12.55,92,98,5.26,RU,1735879164
359,cururupu,-1.8283,-44.8683,24.69,91,15,1.1,BR,1735879165
360,baley,51.6,116.6333,-16.75,88,34,0.93,RU,1735879166
361,la gi,10.6667,107.7833,27.76,76,92,2.23,VN,1735879167
